No,Year,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,CreditScore_value,Balance_Value,Tenure_term,Financial_Score,Financial_Profile
239,2025,668,France,Female,46,2,0,3,1,0,89048,1,46-60,Medium,Zero-Balance,New,2.17,High Value
240,2025,703,France,Male,28,2,81174,2,0,1,162812,0,<30,High,Low-Balance,New,2.67,High Value
241,2025,662,Spain,Male,38,4,0,2,1,0,136260,0,30-45,Medium,Zero-Balance,Mid-Term,2.14,High Value
242,2025,725,Germany,Female,39,5,116804,1,1,0,124053,0,30-45,High,High-Balance,Mid-Term,2.3,High Value
243,2025,703,France,Male,37,8,105962,2,0,1,74159,0,30-45,High,High-Balance,Long-Term,2.37,High Value
244,2025,659,Germany,Male,67,6,117412,1,1,1,45071,1,60+,Medium,High-Balance,Mid-Term,1.66,Low Value
245,2025,523,Spain,Male,34,7,0,2,1,0,62030,0,30-45,Low,Zero-Balance,Mid-Term,1.33,Low Value
246,2025,635,France,Female,40,10,123498,1,1,0,131953,1,30-45,Medium,High-Balance,Long-Term,2.06,High Value
247,2025,772,Germany,Male,26,7,152401,2,1,0,79414,0,<30,High,High-Balance,Mid-Term,2.94,High Value
248,2025,545,France,Female,26,1,0,2,1,1,199639,0,<30,Low,Zero-Balance,New,2.07,High Value
249,2025,634,Germany,Male,24,8,103098,1,1,1,157577,0,<30,Medium,High-Balance,Long-Term,2.01,High Value
250,2025,739,Germany,Male,54,8,126418,1,1,0,134421,1,46-60,High,High-Balance,Long-Term,2.48,High Value
251,2025,771,Germany,Female,36,5,77847,1,0,0,99806,0,30-45,High,Low-Balance,Mid-Term,2.05,High Value
252,2025,587,Spain,Female,34,1,0,2,1,1,97933,0,30-45,Low,Zero-Balance,New,1.67,Low Value
253,2025,681,France,Female,79,0,0,2,0,1,170969,0,60+,Medium,Zero-Balance,New,2.39,High Value
254,2025,544,Germany,Male,37,2,79732,1,1,1,57559,0,30-45,Low,Low-Balance,New,1.1,Low Value
255,2025,696,Spain,Male,28,8,0,1,0,0,176713,0,<30,High,Zero-Balance,Long-Term,1.99,High Value
256,2025,766,Spain,Male,41,0,0,2,0,1,34283,0,30-45,High,Zero-Balance,New,1.96,Low Value
257,2025,727,France,Male,34,10,0,2,1,1,198637,0,30-45,High,Zero-Balance,Long-Term,2.69,High Value
258,2025,671,Germany,Female,34,6,37267,2,0,0,156917,0,30-45,Medium,Low-Balance,Mid-Term,2.46,High Value
259,2025,693,France,Female,30,6,127992,1,1,1,50457,0,<30,Medium,High-Balance,Mid-Term,1.92,Low Value
260,2025,850,Germany,Male,38,3,54901,1,1,1,140076,0,30-45,High,Low-Balance,New,2.32,High Value
261,2025,732,Germany,Male,42,9,108748,2,1,1,65323,0,30-45,High,High-Balance,Long-Term,2.44,High Value
262,2025,726,Spain,Female,48,6,99906,1,1,0,64323,0,46-60,High,High-Balance,Mid-Term,1.87,Low Value
263,2025,557,France,Female,32,6,184686,2,1,0,14956,0,30-45,Low,High-Balance,Mid-Term,1.98,Low Value
264,2025,682,France,Female,26,0,110654,1,0,1,111879,0,<30,Medium,High-Balance,New,2.04,High Value
265,2025,738,Spain,Male,31,9,79020,1,1,1,18606,0,30-45,High,Low-Balance,Long-Term,1.57,Low Value
266,2025,531,Spain,Female,36,9,99241,1,1,0,123137,0,30-45,Low,High-Balance,Long-Term,1.51,Low Value
267,2025,498,France,Male,34,2,0,2,1,1,148528,0,30-45,Low,Zero-Balance,New,1.73,Low Value
268,2025,651,France,Male,36,7,0,2,1,0,13898,0,30-45,Medium,Zero-Balance,Mid-Term,1.48,Low Value
269,2025,549,Spain,Female,39,7,0,1,0,0,81259,1,30-45,Low,Zero-Balance,Mid-Term,1,Low Value
270,2025,791,Germany,Female,35,7,52436,1,1,0,161052,0,30-45,High,Low-Balance,Mid-Term,2.35,High Value
271,2025,650,Spain,Male,41,9,0,2,0,1,191600,0,30-45,Medium,Zero-Balance,Long-Term,2.37,High Value
272,2025,733,Germany,Male,34,3,100338,3,1,0,48559,1,30-45,High,High-Balance,New,2.54,High Value
273,2025,811,Germany,Female,34,1,149297,2,1,1,186340,0,30-45,High,High-Balance,New,3.52,High Value
274,2025,707,France,Male,30,8,0,2,1,0,33159,0,<30,High,Zero-Balance,Long-Term,1.79,Low Value
275,2025,712,Germany,Male,28,4,145605,1,0,1,93884,0,<30,High,High-Balance,Mid-Term,2.34,High Value
276,2025,706,Spain,Female,37,7,0,2,1,1,110899,0,30-45,High,Zero-Balance,Mid-Term,2.18,High Value
277,2025,756,France,Male,62,3,0,1,1,1,11199,1,60+,High,Zero-Balance,New,1.35,Low Value
278,2025,777,France,Female,53,10,0,2,1,0,189993,0,46-60,High,Zero-Balance,Long-Term,2.77,High Value
279,2025,646,France,Male,35,6,84027,1,0,1,164256,0,30-45,Medium,Low-Balance,Mid-Term,1.99,High Value
280,2025,714,France,Male,46,1,0,1,1,0,152168,1,46-60,High,Zero-Balance,New,1.94,Low Value
281,2025,782,France,Male,39,8,0,2,1,1,33950,0,30-45,High,Zero-Balance,Long-Term,1.99,High Value
282,2025,775,Spain,Male,29,10,0,2,1,1,68144,0,<30,High,Zero-Balance,Long-Term,2.15,High Value
283,2025,479,Germany,Male,35,4,138719,1,1,1,47252,1,30-45,Low,High-Balance,Mid-Term,1.36,Low Value
284,2025,807,France,Male,42,7,118275,1,1,1,25886,0,30-45,High,High-Balance,Mid-Term,1.99,High Value
285,2025,799,France,Female,22,8,174186,2,0,1,192634,0,<30,High,High-Balance,Long-Term,3.61,High Value
286,2025,675,France,Male,40,7,113209,2,1,0,34577,0,30-45,Medium,High-Balance,Mid-Term,2.12,High Value
287,2025,602,Spain,Male,29,5,103907,1,1,0,161230,0,<30,Low,High-Balance,Mid-Term,1.92,Low Value
288,2025,475,France,Female,32,8,119023,1,1,0,100816,0,30-45,Low,High-Balance,Long-Term,1.47,Low Value
289,2025,744,Spain,Female,26,5,166298,1,1,1,181694,0,<30,High,High-Balance,Mid-Term,2.95,High Value
290,2025,588,Spain,Male,34,10,0,2,1,0,79079,0,30-45,Low,Zero-Balance,Long-Term,1.58,Low Value
291,2025,703,Germany,Male,42,9,63227,1,0,1,137316,0,30-45,High,Low-Balance,Long-Term,2.02,High Value
292,2025,747,Spain,Female,41,5,94521,2,1,0,194927,0,30-45,High,Low-Balance,Mid-Term,3.03,High Value
293,2025,583,France,Male,27,7,0,2,1,0,51285,0,<30,Low,Zero-Balance,Mid-Term,1.42,Low Value
294,2025,750,Spain,Female,34,9,112822,1,0,0,150402,1,30-45,High,High-Balance,Long-Term,2.47,High Value
295,2025,681,France,Male,38,3,0,2,1,1,112492,0,30-45,Medium,Zero-Balance,New,2.1,High Value
296,2025,773,France,Male,25,2,135903,1,1,0,73656,0,<30,High,High-Balance,New,2.32,High Value
297,2025,714,France,Female,31,4,125169,1,1,1,106637,0,30-45,High,High-Balance,Mid-Term,2.26,High Value
298,2025,687,Spain,Female,44,7,0,3,1,0,155854,1,30-45,Medium,Zero-Balance,Mid-Term,2.58,High Value
299,2025,511,France,Male,58,0,149117,1,1,1,162600,0,46-60,Low,High-Balance,New,2.05,High Value
300,2025,627,France,Male,33,5,0,2,1,1,103738,0,30-45,Medium,Zero-Balance,Mid-Term,1.84,Low Value
301,2025,694,France,Female,31,10,0,2,1,0,160990,0,30-45,Medium,Zero-Balance,Long-Term,2.39,High Value
302,2025,616,Spain,Female,36,6,132312,1,0,0,15463,0,30-45,Medium,High-Balance,Mid-Term,1.48,Low Value
303,2025,687,France,Male,35,8,0,2,1,0,10334,0,30-45,Medium,Zero-Balance,Long-Term,1.61,Low Value
304,2025,712,France,Female,33,6,0,2,1,1,190686,0,30-45,High,Zero-Balance,Mid-Term,2.6,High Value
305,2025,553,France,Male,33,4,118083,1,0,0,94440,0,30-45,Low,High-Balance,Mid-Term,1.56,Low Value
306,2025,667,France,Male,31,1,119267,1,1,1,28258,0,30-45,Medium,High-Balance,New,1.63,Low Value
307,2025,731,France,Male,43,2,0,1,1,1,170035,1,30-45,High,Zero-Balance,New,2.07,High Value
308,2025,629,Germany,Male,35,7,156847,2,1,0,31824,0,30-45,Medium,High-Balance,Mid-Term,2.24,High Value
309,2025,614,France,Male,50,4,137104,1,1,0,127166,1,46-60,Medium,High-Balance,Mid-Term,2.07,High Value
310,2025,438,Germany,Male,31,8,78399,1,1,0,44937,0,30-45,Low,Low-Balance,Long-Term,0.9,Low Value
311,2025,652,France,Female,80,4,0,2,1,1,188603,0,60+,Medium,Zero-Balance,Mid-Term,2.36,High Value
312,2025,729,Germany,Male,30,6,63669,1,1,0,145111,0,<30,High,Low-Balance,Mid-Term,2.15,High Value
313,2025,642,France,Male,38,3,0,2,0,0,171464,0,30-45,Medium,Zero-Balance,New,2.24,High Value
314,2025,806,Germany,Female,59,0,135296,1,1,0,182822,0,46-60,High,High-Balance,New,2.92,High Value
315,2025,744,Spain,Male,36,2,153804,1,1,1,87213,0,30-45,High,High-Balance,New,2.43,High Value
316,2025,474,Spain,Male,37,3,0,2,0,0,57175,0,30-45,Low,Zero-Balance,New,1.24,Low Value
317,2025,559,France,Male,49,2,147070,1,1,0,120541,1,46-60,Low,High-Balance,New,1.93,Low Value
318,2025,706,Spain,Male,42,9,0,2,1,1,28714,0,30-45,High,Zero-Balance,Long-Term,1.77,Low Value
319,2025,628,Spain,Female,22,3,0,1,1,0,85426,0,<30,Medium,Zero-Balance,New,1.27,Low Value
320,2025,429,France,Male,24,4,95742,1,1,0,46171,0,<30,Low,Low-Balance,Mid-Term,0.98,Low Value
321,2025,525,Spain,Female,57,2,145965,1,1,1,64448,0,46-60,Low,High-Balance,New,1.56,Low Value
322,2025,680,France,Female,30,8,141442,1,1,1,16279,0,<30,Medium,High-Balance,Long-Term,1.8,Low Value
323,2025,749,France,Male,40,1,139290,1,1,0,182855,1,30-45,High,High-Balance,New,2.85,High Value
324,2025,763,France,Female,31,4,0,2,0,0,50405,0,30-45,High,Zero-Balance,Mid-Term,2.04,High Value
325,2025,734,France,Male,30,3,0,2,1,0,107640,0,<30,High,Zero-Balance,New,2.26,High Value
326,2025,716,France,Male,35,4,144429,1,1,0,134133,0,30-45,High,High-Balance,Mid-Term,2.54,High Value
327,2025,594,France,Male,35,2,0,2,1,0,103481,0,30-45,Low,Zero-Balance,New,1.72,Low Value
328,2025,644,France,Female,46,9,95441,1,1,0,108761,1,46-60,Medium,Low-Balance,Long-Term,1.76,Low Value
329,2025,671,Germany,Male,35,1,144849,1,1,1,179012,0,30-45,Medium,High-Balance,New,2.6,High Value
330,2025,664,Germany,Male,26,7,116244,2,1,1,95145,0,<30,Medium,High-Balance,Mid-Term,2.41,High Value
331,2025,656,France,Male,50,7,0,2,0,1,72143,0,46-60,Medium,Zero-Balance,Mid-Term,1.79,Low Value
332,2025,667,Spain,Female,40,1,146502,1,1,0,19163,0,30-45,Medium,High-Balance,New,1.79,Low Value
333,2025,663,Germany,Male,44,2,117029,2,0,1,144680,0,30-45,Medium,High-Balance,New,2.67,High Value
334,2025,584,Germany,Female,30,8,112014,1,1,0,177772,1,<30,Low,High-Balance,Long-Term,2.01,High Value
335,2025,626,Spain,Female,37,6,108269,1,1,0,5598,0,30-45,Medium,High-Balance,Mid-Term,1.26,Low Value
336,2025,485,France,Male,29,7,182124,1,1,0,116829,1,<30,Low,High-Balance,Mid-Term,1.87,Low Value
337,2025,659,Germany,Female,32,3,150924,2,0,1,174653,0,30-45,Medium,High-Balance,New,3.05,High Value
338,2025,649,France,Male,33,2,0,2,1,0,2011,0,30-45,Medium,Zero-Balance,New,1.42,Low Value
339,2025,805,Spain,Female,39,5,165272,1,1,0,14110,1,30-45,High,High-Balance,Mid-Term,2.22,High Value
340,2025,716,Germany,Female,39,10,115301,1,1,0,43527,1,30-45,High,High-Balance,Long-Term,1.86,Low Value
341,2025,642,Germany,Female,40,6,129502,2,0,1,86099,1,30-45,Medium,High-Balance,Mid-Term,2.4,High Value
342,2025,659,France,Male,31,4,118342,1,0,0,161574,0,30-45,Medium,High-Balance,Mid-Term,2.26,High Value
343,2025,545,Spain,Female,47,5,0,2,1,1,38970,0,46-60,Low,Zero-Balance,Mid-Term,1.26,Low Value
344,2025,543,France,Male,22,8,0,2,0,0,127587,0,<30,Low,Zero-Balance,Long-Term,1.7,Low Value
345,2025,718,France,Female,25,7,0,2,1,0,30380,0,<30,High,Zero-Balance,Mid-Term,1.82,Low Value
346,2025,840,France,Female,43,7,0,2,1,0,90909,0,30-45,High,Zero-Balance,Mid-Term,2.34,High Value
347,2025,630,Germany,Female,34,9,106937,2,1,0,138275,0,30-45,Medium,High-Balance,Long-Term,2.42,High Value
348,2025,643,Germany,Male,59,3,170331,1,1,1,32172,0,46-60,Medium,High-Balance,New,1.85,Low Value
349,2025,654,Germany,Female,32,1,114511,1,1,1,126143,0,30-45,Medium,High-Balance,New,2.03,High Value
350,2025,582,France,Male,39,5,0,2,1,1,129893,0,30-45,Low,Zero-Balance,Mid-Term,1.81,Low Value
351,2025,659,Spain,Male,32,3,107594,2,1,1,102417,0,30-45,Medium,High-Balance,New,2.36,High Value
352,2025,762,Spain,Male,39,2,81273,1,1,1,18720,0,30-45,High,Low-Balance,New,1.64,Low Value
353,2025,568,Spain,Female,32,7,169400,1,1,0,61936,0,30-45,Low,High-Balance,Mid-Term,1.73,Low Value
354,2025,670,Spain,Male,25,6,0,2,1,1,78359,0,<30,Medium,Zero-Balance,Mid-Term,1.88,Low Value
355,2025,613,France,Female,45,1,187842,2,1,1,147224,0,30-45,Medium,High-Balance,New,2.82,High Value
356,2025,539,France,Male,30,0,0,2,1,0,160980,0,<30,Low,Zero-Balance,New,1.86,Low Value
357,2025,850,Spain,Female,57,8,126776,2,1,1,132298,0,46-60,High,High-Balance,Long-Term,3.13,High Value
358,2025,522,Spain,Male,34,9,126436,1,1,0,174249,1,30-45,Low,High-Balance,Long-Term,1.96,Low Value
359,2025,737,France,Male,41,1,101961,1,1,1,123547,0,30-45,High,High-Balance,New,2.21,High Value
360,2025,520,France,Male,58,3,0,2,0,1,32790,0,46-60,Low,Zero-Balance,New,1.18,Low Value
361,2025,706,Spain,Male,28,3,0,2,0,1,181544,0,<30,High,Zero-Balance,New,2.54,High Value
362,2025,643,Germany,Female,45,2,150843,1,0,1,2320,1,30-45,Medium,High-Balance,New,1.64,Low Value
363,2025,648,France,Female,50,9,102536,1,1,1,189543,0,46-60,Medium,High-Balance,Long-Term,2.22,High Value
364,2025,443,Germany,Female,29,9,99028,2,1,0,10940,0,<30,Low,High-Balance,Long-Term,1.32,Low Value
365,2025,640,France,Male,68,9,0,2,1,1,199493,0,60+,Medium,Zero-Balance,Long-Term,2.37,High Value
366,2025,628,Spain,Female,33,3,0,1,1,1,188193,0,30-45,Medium,Zero-Balance,New,1.78,Low Value
367,2025,540,Germany,Female,42,9,87271,2,1,0,172573,0,30-45,Low,Low-Balance,Long-Term,2.19,High Value
368,2025,460,Germany,Female,35,8,102743,2,1,1,189340,0,30-45,Low,High-Balance,Long-Term,2.25,High Value
369,2025,636,Germany,Male,34,2,40106,2,0,1,53512,0,30-45,Medium,Low-Balance,New,1.8,Low Value
370,2025,593,France,Female,29,2,152265,1,1,0,34004,0,<30,Low,High-Balance,New,1.62,Low Value
371,2025,801,Spain,Male,42,4,141948,1,1,1,10598,0,30-45,High,High-Balance,Mid-Term,2.1,High Value
372,2025,640,Germany,Female,75,1,106308,2,0,1,113429,0,60+,Medium,High-Balance,New,2.33,High Value
373,2025,611,Germany,Male,31,0,107885,2,1,1,183488,0,30-45,Medium,High-Balance,New,2.58,High Value
374,2025,802,Germany,Male,31,1,125014,1,1,1,187658,0,30-45,High,High-Balance,New,2.86,High Value
375,2025,717,Germany,Male,35,7,58469,2,1,1,172459,0,30-45,High,Low-Balance,Mid-Term,2.72,High Value
376,2025,769,France,Female,39,8,0,1,0,1,21016,0,30-45,High,Zero-Balance,Long-Term,1.42,Low Value
377,2025,745,Germany,Male,45,10,117232,3,1,1,122381,1,30-45,High,High-Balance,Long-Term,3.08,High Value
378,2025,572,Spain,Male,35,4,152390,1,1,0,128124,0,30-45,Low,High-Balance,Mid-Term,2.03,High Value
379,2025,629,Spain,Female,30,2,34014,1,1,0,19571,0,<30,Medium,Low-Balance,New,1.12,Low Value
380,2025,687,Spain,Female,39,2,0,3,0,0,188151,1,30-45,Medium,Zero-Balance,New,2.74,High Value
381,2025,483,France,Female,50,9,0,2,1,1,111020,0,46-60,Low,Zero-Balance,Long-Term,1.52,Low Value
382,2025,690,France,Male,36,7,101583,2,1,0,123775,0,30-45,Medium,High-Balance,Mid-Term,2.54,High Value
383,2025,492,Germany,Female,30,10,77169,2,0,1,146700,0,<30,Low,Low-Balance,Long-Term,1.94,Low Value
384,2025,709,Germany,Male,28,8,124696,2,1,0,145251,0,<30,High,High-Balance,Long-Term,2.91,High Value
385,2025,705,Germany,Male,44,3,105935,1,1,0,82464,0,30-45,High,High-Balance,New,1.93,Low Value
386,2025,560,France,Female,66,9,0,1,1,1,15928,0,60+,Low,Zero-Balance,Long-Term,0.7,Low Value
387,2025,611,Spain,Male,46,6,0,2,1,0,45886,0,46-60,Medium,Zero-Balance,Mid-Term,1.49,Low Value
388,2025,730,Spain,Male,62,2,0,2,1,1,186490,0,60+,High,Zero-Balance,New,2.64,High Value
389,2025,709,Spain,Female,45,2,0,2,0,1,162923,0,30-45,High,Zero-Balance,New,2.45,High Value
390,2025,544,France,Female,21,10,161526,2,1,0,9263,0,<30,Low,High-Balance,Long-Term,1.88,Low Value
391,2025,712,Germany,Female,29,7,147199,1,1,1,84932,0,<30,High,High-Balance,Mid-Term,2.3,High Value
392,2025,752,Germany,Male,38,3,183102,1,1,1,71557,0,30-45,High,High-Balance,New,2.44,High Value
393,2025,648,Spain,Male,46,9,127209,2,1,0,77406,1,46-60,Medium,High-Balance,Long-Term,2.35,High Value
394,2025,556,Spain,Male,38,8,0,2,0,0,417,1,30-45,Low,Zero-Balance,Long-Term,1.1,Low Value
395,2025,594,Spain,Female,24,0,97379,1,1,1,71405,0,<30,Low,High-Balance,New,1.39,Low Value
396,2025,645,Germany,Female,37,2,136925,2,0,1,153400,0,30-45,Medium,High-Balance,New,2.8,High Value
397,2025,557,France,Male,33,3,54504,1,1,1,371,0,30-45,Low,Low-Balance,New,0.81,Low Value
398,2025,547,Germany,Male,32,8,155727,1,1,0,67790,0,30-45,Low,High-Balance,Long-Term,1.67,Low Value
399,2025,701,France,Female,39,9,0,2,0,1,145895,0,30-45,High,Zero-Balance,Long-Term,2.34,High Value
400,2025,616,France,Female,66,1,135842,1,1,0,183841,1,60+,Medium,High-Balance,New,2.35,High Value
401,2025,605,France,Male,52,1,63350,1,1,0,108887,0,46-60,Low,Low-Balance,New,1.51,Low Value
402,2025,593,Germany,Female,38,4,129499,1,1,1,154071,0,30-45,Low,High-Balance,Mid-Term,2.08,High Value
403,2025,751,Spain,Male,52,8,0,2,0,1,179292,0,46-60,High,Zero-Balance,Long-Term,2.66,High Value
404,2025,443,Spain,Male,36,6,70438,2,0,1,56937,0,30-45,Low,Low-Balance,Mid-Term,1.43,Low Value
405,2025,685,France,Male,23,8,0,2,1,1,112239,0,<30,Medium,Zero-Balance,Long-Term,2.11,High Value
406,2025,718,France,Male,36,9,0,1,1,0,45910,0,30-45,High,Zero-Balance,Long-Term,1.41,Low Value
407,2025,538,Spain,Female,49,9,141434,1,0,0,173779,1,46-60,Low,High-Balance,Long-Term,2.11,High Value
408,2025,611,Spain,Female,37,4,0,2,1,0,125696,0,30-45,Medium,Zero-Balance,Mid-Term,1.89,Low Value
409,2025,668,Germany,Male,37,10,152958,2,1,1,159586,0,30-45,Medium,High-Balance,Long-Term,3.02,High Value
410,2025,537,Germany,Female,41,3,138306,1,1,0,106761,0,30-45,Low,High-Balance,New,1.75,Low Value
411,2025,709,Spain,Male,23,10,0,2,0,0,129590,0,<30,High,Zero-Balance,Long-Term,2.29,High Value
412,2025,850,France,Male,38,1,0,2,1,1,80007,0,30-45,High,Zero-Balance,New,2.31,High Value
413,2025,745,Spain,Female,31,3,124329,1,1,1,140452,0,30-45,High,High-Balance,New,2.51,High Value
414,2025,693,Germany,Female,41,9,181461,3,1,1,187929,1,30-45,Medium,High-Balance,Long-Term,3.57,High Value
415,2025,795,Spain,Male,35,8,0,2,1,0,167155,0,30-45,High,Zero-Balance,Long-Term,2.68,High Value
416,2025,626,Spain,Male,26,8,0,2,0,0,191421,0,<30,Medium,Zero-Balance,Long-Term,2.27,High Value
417,2025,487,Germany,Female,61,5,110368,1,0,0,11384,1,60+,Low,High-Balance,Mid-Term,0.96,Low Value
418,2025,556,France,Female,39,9,89588,1,1,1,94898,0,30-45,Low,Low-Balance,Long-Term,1.37,Low Value
419,2025,643,France,Female,46,6,0,2,0,0,106782,0,46-60,Medium,Zero-Balance,Mid-Term,1.92,Low Value
420,2025,605,France,Female,28,6,0,2,0,0,159509,0,<30,Low,Zero-Balance,Mid-Term,2.04,High Value
421,2025,756,Germany,Female,60,3,115925,1,1,0,93524,1,46-60,High,High-Balance,New,2.23,High Value
422,2025,586,France,Female,38,2,0,2,1,0,87168,0,30-45,Low,Zero-Balance,New,1.61,Low Value
423,2025,535,Germany,Male,40,7,111756,1,1,0,8128,1,30-45,Low,High-Balance,Mid-Term,1.03,Low Value
424,2025,678,France,Female,35,4,0,1,1,0,125518,0,30-45,Medium,Zero-Balance,Mid-Term,1.67,Low Value
425,2025,596,France,Male,39,9,0,1,1,0,48964,0,30-45,Low,Zero-Balance,Long-Term,0.97,Low Value
426,2025,648,France,Male,26,9,162924,1,1,0,98368,0,<30,Medium,High-Balance,Long-Term,2.18,High Value
427,2025,492,Germany,Male,39,10,124577,2,1,0,148585,0,30-45,Low,High-Balance,Long-Term,2.26,High Value
428,2025,702,France,Male,45,0,80794,1,1,1,27475,0,30-45,High,Low-Balance,New,1.51,Low Value
429,2025,486,Germany,Female,40,9,71340,1,1,0,76192,0,30-45,Low,Low-Balance,Long-Term,1.07,Low Value
430,2025,568,Germany,Male,40,1,99283,1,0,0,134601,1,30-45,Low,High-Balance,New,1.65,Low Value
431,2025,619,Germany,Male,57,3,137946,1,1,1,72468,1,46-60,Medium,High-Balance,New,1.82,Low Value
432,2025,724,Germany,Male,41,2,127893,2,0,1,199645,0,30-45,High,High-Balance,New,3.26,High Value
433,2025,548,Germany,Female,33,0,101084,1,1,0,42750,0,30-45,Low,High-Balance,New,1.15,Low Value
434,2025,545,Germany,Female,37,8,114754,1,1,0,136050,1,30-45,Low,High-Balance,Long-Term,1.72,Low Value
435,2025,683,France,Male,33,8,0,1,0,0,73564,0,30-45,Medium,Zero-Balance,Long-Term,1.42,Low Value
436,2025,762,France,Female,51,3,99287,1,0,1,85579,0,46-60,High,High-Balance,New,2.07,High Value
437,2025,627,Germany,Female,30,4,79871,2,1,0,129827,0,<30,Medium,Low-Balance,Mid-Term,2.21,High Value
438,2025,516,France,Male,35,10,104089,2,0,0,119666,0,30-45,Low,High-Balance,Long-Term,1.98,Low Value
439,2025,800,France,Female,38,2,168190,2,1,0,68052,0,30-45,High,High-Balance,New,2.98,High Value
440,2025,464,Germany,Female,42,3,85679,1,1,1,164105,0,30-45,Low,Low-Balance,New,1.54,Low Value
441,2025,626,France,Female,35,3,0,1,0,0,80190,0,30-45,Medium,Zero-Balance,New,1.23,Low Value
442,2025,790,France,Female,31,9,0,2,1,0,84127,0,30-45,High,Zero-Balance,Long-Term,2.26,High Value
443,2025,534,France,Female,34,7,121552,2,1,1,70179,0,30-45,Low,High-Balance,Mid-Term,1.91,Low Value
444,2025,745,France,Male,46,2,122220,1,1,1,118024,0,46-60,High,High-Balance,New,2.37,High Value
445,2025,553,Spain,Male,47,3,116528,1,0,0,145704,1,46-60,Low,High-Balance,New,1.81,Low Value
446,2025,748,France,Female,26,1,77780,1,0,1,183049,0,<30,High,Low-Balance,New,2.42,High Value
447,2025,722,France,Male,37,2,0,1,0,0,120907,0,30-45,High,Zero-Balance,New,1.81,Low Value
448,2025,501,France,Male,40,4,125832,1,1,1,100434,0,30-45,Low,High-Balance,Mid-Term,1.55,Low Value
449,2025,675,France,Female,38,6,68066,1,0,0,138777,1,30-45,Medium,Low-Balance,Mid-Term,1.93,Low Value
450,2025,778,Spain,Female,47,6,127299,2,1,0,124695,0,46-60,High,High-Balance,Mid-Term,3.01,High Value
451,2025,494,Germany,Female,38,7,174938,1,1,0,40084,0,30-45,Low,High-Balance,Mid-Term,1.48,Low Value
452,2025,850,France,Male,40,9,0,2,0,1,119232,0,30-45,High,Zero-Balance,Long-Term,2.5,High Value
453,2025,592,Spain,Male,31,7,110071,1,0,0,43921,0,30-45,Low,High-Balance,Mid-Term,1.35,Low Value
454,2025,590,Spain,Female,44,3,139432,1,1,0,62223,0,30-45,Low,High-Balance,New,1.67,Low Value
455,2025,758,France,Female,39,6,127358,1,0,1,56577,0,30-45,High,High-Balance,Mid-Term,2.14,High Value
456,2025,506,France,Male,36,5,0,2,1,0,164253,0,30-45,Low,Zero-Balance,Mid-Term,1.81,Low Value
457,2025,733,France,Male,33,3,0,1,1,1,7667,0,30-45,High,Zero-Balance,New,1.27,Low Value
458,2025,711,France,Male,38,3,0,2,1,0,68488,0,30-45,High,Zero-Balance,New,1.99,High Value
459,2025,514,Germany,Male,43,1,95556,1,0,1,199274,1,30-45,Low,Low-Balance,New,1.82,Low Value
